match_id,started_at,demo_url
1-62c3ec52-f9e2-4e4e-aaa2-addc306d3683,1535569153,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/3e17caae-4c04-4f8a-b6d0-4a0b2f916728/3e17caae-4c04-4f8a-b6d0-4a0b2f916728.dem.gz
1-782da541-323b-44cd-a9b4-6af11b9c2e8c,1535566842,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/d50ff8b2-144b-468b-bae4-011d392cc64c/d50ff8b2-144b-468b-bae4-011d392cc64c.dem.gz
1-ced02f8a-02be-4512-b6b3-6894a20c5b8c,1535564336,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/5e114df0-e932-4bfb-be34-05c7b0b9a55e/5e114df0-e932-4bfb-be34-05c7b0b9a55e.dem.gz
1-f3a051ce-b2ca-467e-b424-59aa20a32e67,1535502650,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/40dd72ef-8bc0-4f9f-8bc1-4917db0a8fb2/40dd72ef-8bc0-4f9f-8bc1-4917db0a8fb2.dem.gz
1-68d35e34-62a9-4c1c-8755-2dd21bc74906,1535499924,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/8b1dadcc-60c9-41e4-985d-f82dd8b68770/8b1dadcc-60c9-41e4-985d-f82dd8b68770.dem.gz
1-d18908fb-dbaf-4b49-8a10-eaa9dc683e61,1535496959,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/669f1549-9b64-4da4-b330-88673c088fa0/669f1549-9b64-4da4-b330-88673c088fa0.dem.gz
1-4a972442-53fb-4996-a3f0-23487fb2f286,1535495074,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/8f1f85c8-1d40-4883-be38-acf5bb16b3d1/8f1f85c8-1d40-4883-be38-acf5bb16b3d1.dem.gz
1-3ff8b134-0bf2-400a-b686-0e289d70b85d,1535492885,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/66aa35d7-5e5c-41a9-b8c3-6f852c34d763/66aa35d7-5e5c-41a9-b8c3-6f852c34d763.dem.gz
1-0116a306-57a3-4582-b606-ff40e2102f0d,1535492755,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/7e76313b-380a-4cef-87d6-14472d0c7a46/7e76313b-380a-4cef-87d6-14472d0c7a46.dem.gz
1-05da4a08-9612-4b44-9712-f4fcad3c1e38,1535492072,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/c16ecebc-bac3-458a-afa9-f27a2e6a4609/c16ecebc-bac3-458a-afa9-f27a2e6a4609.dem.gz
1-e52c18ce-50f7-4446-b425-a9a82e7fbf0c,1535490514,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/96920727-c8a2-4014-b4d3-9d5913d5e91d/96920727-c8a2-4014-b4d3-9d5913d5e91d.dem.gz
1-cb49cbeb-eabe-4db4-a6e6-94d94ad00a50,1535489552,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/4930f125-f54e-4233-91f7-8dbbbb824b33/4930f125-f54e-4233-91f7-8dbbbb824b33.dem.gz
1-1e4a51d4-523d-4854-83af-6663cd995506,1535489023,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/00ca71b7-494e-4967-8ccf-a84b4328852a/00ca71b7-494e-4967-8ccf-a84b4328852a.dem.gz
1-8e09c353-256b-46f5-bb8a-83a931a3fe1f,1535486262,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/072ed9b0-57d5-4c41-85dd-a94805c60db8/072ed9b0-57d5-4c41-85dd-a94805c60db8.dem.gz
1-35ee414e-bd88-422a-bcdc-aa772c5de123,1535486362,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/04140e54-a969-4710-a440-2142ee0683f1/04140e54-a969-4710-a440-2142ee0683f1.dem.gz
1-1f64af78-18d6-49e1-b792-0f3dc5793bf8,1535483183,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/efb72564-b98b-4060-a172-153532d03c74/efb72564-b98b-4060-a172-153532d03c74.dem.gz
1-081b20c4-03e9-46fb-a9dd-5141ee451817,1535482688,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/6d199fd3-3b8d-45a3-bad6-12b396eb10ff/6d199fd3-3b8d-45a3-bad6-12b396eb10ff.dem.gz
1-e40fd4c9-d3b4-45f3-8218-f5691b8ebb0d,1535480276,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/5c92a803-b2b1-4ae5-bd66-8fd182f2f01f/5c92a803-b2b1-4ae5-bd66-8fd182f2f01f.dem.gz
1-7187dd5e-0f6d-4972-b8eb-cd99448769ea,1535466786,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/69f4f8b8-2ff1-4c3c-9e64-03eed06b2eb2/69f4f8b8-2ff1-4c3c-9e64-03eed06b2eb2.dem.gz
1-761a4cd7-ccd9-4add-a4ae-47a2ccc88529,1535411167,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/32876b9e-ee73-44f2-ad95-498011fc58f5/32876b9e-ee73-44f2-ad95-498011fc58f5.dem.gz
1-6dc22d6f-9d9a-49be-a72a-9e22973b26b9,1535409310,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/e0c5e7df-91fd-4352-a6da-a7e6a495789f/e0c5e7df-91fd-4352-a6da-a7e6a495789f.dem.gz
1-131aff88-cfaf-4d2a-98c9-20c14e8bdc34,1535408157,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/42938905-5c69-4bad-8ef5-cbdcb70a7192/42938905-5c69-4bad-8ef5-cbdcb70a7192.dem.gz
1-e56a1277-0b6e-4182-92e0-e5927b674481,1535406410,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/1612898c-e718-4fa1-bc38-5d2201a9be92/1612898c-e718-4fa1-bc38-5d2201a9be92.dem.gz
1-a0104454-4c17-4ca7-99af-96a3bfc7f41c,1535404854,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/fc4d713c-59a5-4871-8d20-87712f8a3f3b/fc4d713c-59a5-4871-8d20-87712f8a3f3b.dem.gz
1-f998d9c5-1305-421e-b44b-2fe91f63f1e8,1535403712,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/2a820031-d98b-4fea-abf8-328839cd16a5/2a820031-d98b-4fea-abf8-328839cd16a5.dem.gz
1-62a6529a-a14f-4d56-985e-ad7bdf7f44c7,1535401794,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/abab44bf-1cea-40bd-b356-aa8c6281937f/abab44bf-1cea-40bd-b356-aa8c6281937f.dem.gz
1-6591481d-7617-4baf-b0ed-3cbdd3957067,1535398698,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/e7b15366-892e-418d-b358-f5b9d5ae4412/e7b15366-892e-418d-b358-f5b9d5ae4412.dem.gz
1-489de943-aeac-45e2-8d00-164daf507155,1535395729,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/9e12559d-341b-4392-a8fe-369e60523564/9e12559d-341b-4392-a8fe-369e60523564.dem.gz
